Formula,Source,ID,space group,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,ν,wcc
CsSbF6,COD,1529843,R-3 (148),1,8,56,1,5.7879,5.788,0,(0;000),0
CsReF6,COD,1530107,R-3 (148),1,8,66,1,0,0.001,0.032,(0;000),0
CsNbF6,ICSD,412444,R-3 (148),1,8,64,1,5.9823,6.038,0,(0;000),0
CsBrF6,ICSD,65712,R-3 (148),1,8,58,1,4.0018,4.002,0,(0;000),0
CsBiF6,COD,1527499,R-3 (148),1,8,66,1,4.0108,4.011,0,(0;000),0
CsAsF6,ICSD,408070,R-3 (148),1,8,56,1,6.2483,6.248,0,(0;000),0
CrSiTe3,ICSD,626810,R-3 (148),1,10,72,2,0,0.03,0.03,(1;111),0
CrHgF6,COD,1525284,R-3 (148),1,8,68,3,0.0069,0.033,0,(0;000),0
CrGeTe3,ICSD,79270,R-3 (148),1,10,72,2,0,0.031,0.084,(1;111),0
CrCl3,ICSD,22081,R-3 (148),1,8,70,2,0,0.029,0.399,(0;000),0
CrCdF6,COD,1525283,R-3 (148),1,8,68,3,0,0.029,0.188,(0;000),0
CrBr3,ICSD,24768,R-3 (148),1,8,70,2,0,0.029,0.41,(0;000),0
Cr2Se3,COD,1527062,R-3 (148),1,10,92,3,0,0.013,0.36,(1;000),0
Cr2Se3,ICSD,106520,R-3 (148),1,10,92,3,0,0.011,0.356,(1;000),0
Cr2S3,COD,9007441,R-3 (148),1,10,92,3,0,0.006,0.349,(1;111),0
Cr2S3,ICSD,16721,R-3 (148),1,10,92,3,0,0.013,0.353,(1;111),0
CdSnO3,ICSD,180400,R-3 (148),1,10,88,3,1.1762,1.263,0,(0;000),0
CdSnF6,ICSD,25017,R-3 (148),1,8,68,3,2.997,3.043,0,(0;000),0
CdPtF6,ICSD,37445,R-3 (148),1,8,64,3,2.2851,2.289,0,(0;000),0
CdPSe3,ICSD,620234,R-3 (148),1,10,70,2,1.1098,1.259,0,(0;000),0
CdPdF6,ICSD,26166,R-3 (148),1,8,72,3,1.0151,1.046,0,(0;000),0
Cd(Mo3Se4)2,ICSD,620172,R-3 (148),1,15,144,3,0,0.003,0.599,(1;000),0
Cd(Mo3S4)2,ICSD,620169,R-3 (148),1,15,144,3,0,0.011,0.845,(1;000),0
CdGeO3,ICSD,30971,R-3 (148),1,10,68,3,1.7638,1.904,0,(0;000),0
CaSnO3,COD,1004022,R-3 (148),1,10,84,1,3.4424,3.721,0,(0;000),0
CaSn(BO3)2,COD,9009324,R-3 (148),1,10,66,2,4.1999,4.54,0,(0;000),0
CaSiF6,ICSD,183914,R-3 (148),1,8,56,1,7.7957,7.796,0,(0;000),0
CaPtF6,ICSD,37443,R-3 (148),1,8,62,1,2.8543,2.877,0,(0;000),0
CaPdF6,ICSD,26164,R-3 (148),1,8,70,1,2.28,2.28,0,(0;000),0
Ca(Mo3S4)2,ICSD,62388,R-3 (148),1,15,142,3,0,0.041,0.702,(1;000),0
CaMg(CO3)2,COD,1200014,R-3 (148),1,10,64,2,5.1415,5.552,0,(0;000),0
CaMg(CO3)2,COD,9001415,R-3 (148),1,10,64,2,5.1156,5.545,0,(0;000),0
CaCrF6,COD,1525280,R-3 (148),1,8,66,1,0,0.021,0.35,(0;000),0
Ca3Pt2,ICSD,619512,R-3 (148),1,15,150,3,0,0.072,0.621,(0;000),0
Ca3Pd2,ICSD,619502,R-3 (148),1,15,198,2,0,0.025,0.742,(0;000),0
Ca3Au4,ICSD,54547,R-3 (148),1,14,148,3,0,0.001,0.29,(1;000),0
BiI3,ICSD,187305,R-3 (148),1,8,52,2,1.454,1.544,0,(0;000),0
BiI3,ICSD,56570,R-3 (148),1,8,72,2,1.1573,1.189,0,(0;000),0
BiI3,ICSD,78791,R-3 (148),1,8,72,2,1.2702,1.298,0,(0;000),0
BaV2(NiO4)2,COD,2002114,R-3 (148),1,13,104,2,0.0154,0.027,0,(0;111),0
BaTi(BO3)2,ICSD,97972,R-3 (148),1,10,64,2,2.6064,2.607,0,(0;000),0
BaSnF6,ICSD,33788,R-3 (148),1,8,66,1,5.7036,5.704,0,(0;000),0
BaNi2(PO4)2,COD,2008469,R-3 (148),1,13,88,2,0,0.007,0.116,(0;000),0
BaNi2(AsO4)2,COD,1007068,R-3 (148),1,13,88,2,0,0.001,0.194,(1;000),0
Ba(Mo3S4)2,COD,9007736,R-3 (148),1,15,142,3,0,0.036,0.438,(1;000),0
BaFe2(PO4)2,ICSD,424895,R-3 (148),1,13,84,2,0.1447,0.225,0,(0;000),0
Ba6Re2N6O,ICSD,419636,R-3 (148),1,15,126,1,0,0.046,0.473,(1;111),0
Ba6Os2N6O,ICSD,419467,R-3 (148),1,15,128,1,0,0.007,0.163,(1;000),0
Ba3Au2,ICSD,611635,R-3 (148),1,15,156,2,0,0.001,0.562,(0;111),0
Ba3Ag2,ICSD,108847,R-3 (148),1,15,156,2,0,0.002,0.564,(0;111),0
Ba2TaBiO6,ICSD,153121,R-3 (148),1,10,84,3,0.178,0.395,0,(0;000),0
Ba2SrWO6,ICSD,246115,R-3 (148),1,10,80,1,3.0139,3.014,0,(0;000),0
Ba2SrTeO6,ICSD,246109,R-3 (148),1,10,72,3,2.991,3.038,0,(0;000),0
AuClO,COD,2105387,R-3 (148),1,18,144,3,1.1439,1.248,0,(0;000),0
AsI3,COD,9008098,R-3 (148),1,8,52,1,1.9735,2.033,0,(0;000),0
AsI3,ICSD,23003,R-3 (148),1,8,52,1,1.9506,2.019,0,(0;000),0
AlF3,ICSD,36034,R-3 (148),1,8,48,3,8.1649,8.165,0,(0;000),0
AgSbO3,ICSD,245292,R-3 (148),1,10,68,3,0.3004,0.3,0,(0;000),0
AgCS(OF)3,ICSD,183643,R-3 (148),1,18,120,2,2.8132,3.334,0,(0;000),0
AgBiO3,COD,1509237,R-3 (148),1,10,88,3,0,0.018,0.126,(1;000),0
AgAsS2,COD,9008166,R-3 (148),1,24,168,3,1.3242,1.467,0,(0;000),0
Zr3O,ICSD,27023,R-3c (167),1,8,36,3,0,0.01,0.24,(1;000),0
ZnCO3,COD,9000099,R-3c (167),1,10,68,3,3.7274,4.675,0,(0;000),0
VF3,COD,1000468,R-3c (167),1,8,68,3,0,0.014,0.628,(0;000),0
VBO3,COD,7209472,R-3c (167),1,10,68,3,0,0.007,0.763,(0;000),0
V2O3,COD,1011066,R-3c (167),1,10,88,3,0,0,0.536,(1;000),0
V2O3,COD,9014893,R-3c (167),1,10,88,3,0,0.006,0.299,(1;000),0
TiHgO3,ICSD,19005,R-3c (167),1,10,84,3,1.4258,1.426,0,(0;000),0
TiHgO3,COD,1528887,R-3c (167),1,10,84,3,1.4307,1.431,0,(0;000),0
TiF3,ICSD,67148,R-3c (167),1,8,66,3,0,0,0.753,(0;000),0
TiBO3,COD,8103469,R-3c (167),1,10,66,3,0,0,0.815,(0;000),0
Ti2O3,COD,9008082,R-3c (167),1,10,84,3,0,0.006,0.366,(1;000),0
Ti2O3,COD,1010582,R-3c (167),1,10,84,3,0,0.017,0.14,(0;000),0
TeO3,COD,7035629,R-3c (167),1,8,48,3,1.4975,1.547,0,(0;000),0
Te6RhI3,ICSD,423671,R-3c (167),1,20,148,3,0.8169,0.835,0,(0;000),0
Te6RhBr3,ICSD,423669,R-3c (167),1,20,148,3,0.7889,0.927,0,(0;000),0
Te6IrI3,ICSD,423670,R-3c (167),1,20,148,3,0.6895,0.711,0,(0;000),0
Te6IrCl3,ICSD,423672,R-3c (167),1,20,148,3,0.6694,0.873,0,(0;000),0
Te6IrBr3,ICSD,423673,R-3c (167),1,20,148,3,0.729,1.004,0,(0;000),0
Sr6Ga5N,ICSD,77645,R-3c (167),1,24,260,1,0,0.007,0.357,(1;000),0
Sr4RhO6,ICSD,109297,R-3c (167),1,22,186,2,0,0,0.575,(0;000),0
Sr4PtO6,COD,1522193,R-3c (167),1,22,172,1,2.1809,2.181,0,(0;000),0
Sr4PdO6,ICSD,88135,R-3c (167),1,22,188,2,1.4423,1.449,0,(0;000),0
Sr4IrO6,ICSD,72926,R-3c (167),1,22,186,1,0,0,0.278,(0;000),0
Sr3(CoO3)2,ICSD,182288,R-3c (167),1,22,200,1,0.1834,0.207,0,(0;000),0
Sr3(BO3)2,COD,1100067,R-3c (167),1,22,144,1,4.6712,4.688,0,(0;000),0
Sr2(ZnAu2)3,ICSD,426464,R-3c (167),1,22,244,3,0,0.003,0.587,(1;000),0
Sr2(GaAu2)3,ICSD,426465,R-3c (167),1,22,250,3,0,0,0.535,(1;000),0
SnHgO3,ICSD,260029,R-3c (167),1,10,88,3,0,0.043,0.012,(0;000),0
ScSi7Rh3,COD,2106276,R-3c (167),1,22,180,3,0,0.001,0.289,(1;000),0
ScBO3,COD,2018876,R-3c (167),1,10,64,3,4.2967,4.297,0,(0;000),0
RuF3,COD,2310598,R-3c (167),1,8,74,3,0,0,0.24,(0;000),0
RhF3,COD,2310599,R-3c (167),1,8,76,3,0.8988,1.057,0,(0;000),0
Rh2O3,COD,1010584,R-3c (167),1,10,104,3,0,0.034,0.291,(0;000),0
Rh2O3,ICSD,647369,R-3c (167),1,10,104,3,0.7851,0.985,0,(0;000),0
RbBS2,COD,1510950,R-3c (167),1,24,144,1,2.7693,2.769,0,(0;000),0
RbBO2,COD,2014187,R-3c (167),1,24,144,1,4.0852,4.085,0,(0;000),0
Rb6Cl4O,ICSD,405193,R-3c (167),1,22,176,1,1.7803,1.78,0,(0;000),0
Rb6Br4O,ICSD,411955,R-3c (167),1,22,176,1,1.6305,1.631,0,(0;000),0
Rb4PbBr6,ICSD,65300,R-3c (167),1,22,184,1,3.1013,3.112,0,(0;000),0
Rb4CdBr6,ICSD,60625,R-3c (167),1,22,180,1,0,0.004,0.321,(1;000),0
Rb3CO3F,ICSD,66029,R-3c (167),1,16,112,1,3.5487,3.549,0,(0;000),0
PdF3,COD,2310600,R-3c (167),1,8,78,3,0,0,0.662,(0;000),0
NiCO3,COD,9007712,R-3c (167),1,10,64,3,0,0.009,0.11,(0;000),0
Ni3C,COD,1528750,R-3c (167),1,8,68,3,0,0.002,0.52,(0;000),0
NaNO3,COD,2310364,R-3c (167),1,10,64,2,3.1867,3.486,0,(0;000),0
NaBS2,COD,1510938,R-3c (167),1,24,144,1,2.4962,2.496,0,(0;000),0
NaBO2,COD,9015516,R-3c (167),1,24,144,1,3.7128,3.713,0,(0;000),0
Na4RuH6,ICSD,638362,R-3c (167),1,22,116,1,1.6539,1.654,0,(0;000),0
Na3AuS2,COD,1510251,R-3c (167),1,12,100,1,2.363,2.771,0,(0;000),0
N2,ICSD,40936,R-3c (167),1,16,80,1,5.8672,5.886,0,(0;000),0
MoF3,ICSD,26629,R-3c (167),1,8,70,3,0,0.001,0.311,(0;000),0
MnCO3,COD,1011228,R-3c (167),1,10,74,3,0,0,0.716,(0;000),0
MnCO3,COD,9007691,R-3c (167),1,10,74,3,0,0.001,0.699,(0;000),0
MgSi7Ir3,COD,2210014,R-3c (167),1,22,178,3,0,0,0.868,(0;000),0
MgCO3,ICSD,180346,R-3c (167),1,10,64,3,5.0198,5.73,0,(0;000),0
MgCO3,ICSD,180347,R-3c (167),1,10,64,3,5.1369,5.732,0,(0;000),0
MgCO3,COD,9001853,R-3c (167),1,10,64,3,5.1187,5.693,0,(0;000),0
LiNO3,ICSD,67981,R-3c (167),1,10,52,2,3.109,3.486,0,(0;000),0
LiNbO3,COD,1521772,R-3c (167),1,10,68,3,2.6596,2.693,0,(0;000),0
LiNbO3,ICSD,90743,R-3c (167),1,10,68,3,2.6599,2.693,0,(0;000),0
Li4RuH6,ICSD,638272,R-3c (167),1,22,68,1,2.2498,2.25,0,(0;000),0
Li4H6Os,ICSD,638269,R-3c (167),1,22,68,1,2.3096,2.31,0,(0;000),0
KH3F4,COD,4124451,R-3c (167),1,16,80,1,6.4747,6.534,0,(0;000),0
KBS2,COD,1510923,R-3c (167),1,24,144,1,2.6619,2.662,0,(0;000),0
KBO2,COD,9015380,R-3c (167),1,24,144,1,4.2603,4.26,0,(0;000),0
KBe2BO3F2,ICSD,187227,R-3c (167),1,18,104,1,6.2336,6.234,0,(0;000),0
K4MnBr6,ICSD,42442,R-3c (167),1,22,186,1,0,0,0.201,(0;000),0
K4CdCl6,COD,1527141,R-3c (167),1,22,180,1,4.2284,4.251,0,(0;000),0
K3CO3F,ICSD,66028,R-3c (167),1,16,112,1,3.9679,3.968,0,(0;000),0
K3AuSe2,COD,8103427,R-3c (167),1,12,100,1,2.0665,2.145,0,(0;000),0
IrF3,COD,2310601,R-3c (167),1,8,76,3,1.079,1.198,0,(0;000),0
InF3,COD,1528562,R-3c (167),1,8,68,3,0,0.001,0.075,(0;000),0
InF3,ICSD,38306,R-3c (167),1,8,68,3,4.4815,4.509,0,(0;000),0
InBO3,COD,2010257,R-3c (167),1,10,68,3,3.0882,3.509,0,(0;000),0
In2S3,COD,7221366,R-3c (167),1,10,88,3,0.5499,0.778,0,(0;000),0
In2O3,COD,4343793,R-3c (167),1,10,88,3,1.2828,1.318,0,(0;000),0
Hg3(BO3)2,COD,8100358,R-3c (167),1,22,156,3,2.6912,2.695,0,(0;000),0
GaF3,COD,8100893,R-3c (167),1,8,68,3,5.2468,5.247,0,(0;000),0
GaBO3,COD,1520321,R-3c (167),1,10,68,3,4.3438,4.344,0,(0;000),0
Ga2O3,COD,1010583,R-3c (167),1,10,88,3,1.8896,1.89,0,(0;000),0
Ga2O3,ICSD,27431,R-3c (167),1,10,88,3,2.8601,3.106,0,(0;000),0
FeF3,COD,2100650,R-3c (167),1,8,58,3,0,0.001,0.309,(0;000),0
FeCO3,COD,9015260,R-3c (167),1,10,60,3,0.8678,0.959,0,(0;000),0
FeBO3,COD,1511131,R-3c (167),1,10,58,3,0,0.001,0.646,(0;000),0
Fe2O3,COD,9015065,R-3c (167),1,10,68,3,0,0.011,0.606,(1;000),0
Fe2O3,COD,1011267,R-3c (167),1,10,68,3,0,0.04,0.793,(1;000),0
F2,COD,2100647,R-3c (167),1,8,56,3,0,0.007,0.7,(0;000),0
CuCO3,COD,9000104,R-3c (167),1,10,66,3,0,0,0.632,(0;000),0
CsBO2,COD,1511080,R-3c (167),1,24,144,2,4.077,4.084,0,(0;000),0
Cs6Cl4O,ICSD,411634,R-3c (167),1,22,176,1,2.4126,2.413,0,(0;000),0
Cs4PbCl6,ICSD,41382,R-3c (167),1,22,184,1,3.5486,3.549,0,(0;000),0
Cs4PbBr6,ICSD,25124,R-3c (167),1,22,184,3,2.6664,2.666,0,(0;000),0
CrF3,COD,2102656,R-3c (167),1,8,70,3,0,0,0.416,(0;000),0
Cr(ClO2)3,COD,9016332,R-3c (167),1,20,142,3,0,0.021,1,(0;000),0
CrBO3,COD,2310093,R-3c (167),1,10,70,3,0,0,0.476,(0;000),0
Cr2O3,COD,1011067,R-3c (167),1,10,92,3,0,0.02,0.757,(1;000),0
Cr2(CN2)3,ICSD,421391,R-3c (167),1,22,140,3,0,0.013,0.197,(0;000),0
CoF3,COD,2310597,R-3c (167),1,8,76,3,0.1224,0.146,0,(0;000),0
CoCO3,COD,9007713,R-3c (167),1,10,78,3,0,0,0.698,(1;100),0
CO2,ICSD,166852,R-3c (167),1,24,128,1,6.6343,6.801,0,(0;000),0
CdCO3,COD,9000100,R-3c (167),1,10,68,3,2.9606,3.873,0,(0;000),0
CaSi7Ir3,ICSD,181449,R-3c (167),1,22,178,3,0,0,0.794,(0;000),0
CaCO3,ICSD,180348,R-3c (167),1,10,64,2,5.0647,5.184,0,(0;000),0
CaCO3,ICSD,180349,R-3c (167),1,10,64,2,5.1604,5.214,0,(0;000),0
CaCO3,COD,9000969,R-3c (167),1,10,64,2,5.1595,5.398,0,(0;000),0
Ca4PdO6,ICSD,88134,R-3c (167),1,22,188,2,1.6098,1.61,0,(0;000),0
Ca4IrO6,COD,2012343,R-3c (167),1,22,186,2,0,0.001,0.269,(0;000),0
Ca3N2,ICSD,419865,R-3c (167),1,10,80,1,0.792,0.955,0,(0;000),0
Ca3(CoO3)2,ICSD,245502,R-3c (167),1,22,200,1,0.1651,0.183,0,(0;000),0
Ca3(BO3)2,COD,9009270,R-3c (167),1,22,144,1,5.0031,5.012,0,(0;000),0
BaCN2,ICSD,75041,R-3c (167),1,24,144,1,0.723,0.994,0,(0;000),0
Ba6Ga5N,ICSD,77731,R-3c (167),1,24,260,1,0,0.003,0.093,(1;000),0
Ba4PtO6,ICSD,65706,R-3c (167),1,22,172,1,1.8753,1.933,0,(0;000),0
Ba3NiO4,ICSD,30662,R-3c (167),1,16,128,2,0,0.002,0.082,(0;000),0
Ba3(CrS3)2,COD,1533193,R-3c (167),1,22,188,1,0,0.005,0.126,(1;000),0
AlH3,COD,4343801,R-3c (167),1,8,12,3,2.287,2.372,0,(0;000),0
AlF3,COD,1000467,R-3c (167),1,8,48,3,8.0575,8.058,0,(0;000),0
AlBO3,COD,9011182,R-3c (167),1,10,48,3,5.9642,6.081,0,(0;000),0
Al5Mo,COD,1522873,R-3c (167),1,12,58,3,0,0,0.712,(0;111),0
Al2S3,ICSD,609250,R-3c (167),1,10,48,3,1.2918,1.384,0,(0;000),0
Al2O3,ICSD,99783,R-3c (167),1,10,48,3,0,0.015,0.293,(1;000),0
Al2O3,COD,9009681,R-3c (167),1,10,48,3,6.3488,6.349,0,(0;000),0
Ag5IO6,COD,1509923,R-3c (167),1,24,196,3,0,0.007,0.096,(0;000),0
ZrNCl,COD,1521250,R-3m (166),1,6,32,2,1.1497,1.792,0,(0;000),0
ZrIN,ICSD,190381,R-3m (166),1,6,32,2,0.4372,1.429,0,(0;000),0
ZrCl,ICSD,20145,R-3m (166),1,4,22,2,0,0.068,0.166,(0;111),0
ZrBrN,ICSD,51771,R-3m (166),1,6,32,2,1.2522,1.887,0,(0;000),0
ZrBr,COD,4343762,R-3m (166),1,4,22,2,0,0.043,0.167,(0;111),0
Zr3Te,ICSD,653216,R-3m (166),1,12,54,3,0,0.047,0.356,(0;111),0
Zr2Be17,ICSD,616514,R-3m (166),1,19,76,1,0,0.001,0.511,(1;000),0
ZnI2,COD,9009137,R-3m (166),1,3,26,2,1.1064,1.334,0,(0;000),0
ZnCO6,COD,5910061,R-3m (166),1,8,52,3,0,0.006,0.388,(1;111),0
ZnCl2,COD,9009136,R-3m (166),1,3,26,2,3.1235,3.189,0,(0;000),0
ZnBr2,COD,9011540,R-3m (166),1,3,26,2,2.4418,2.445,0,(0;000),0
YZnPO,ICSD,418523,R-3m (166),1,8,68,3,1.278,1.369,0,(0;000),0
YTlTe2,ICSD,653098,R-3m (166),1,4,36,3,0.5801,1.161,0,(0;000),0
YTlSe2,ICSD,652075,R-3m (166),1,4,36,2,1.1254,1.777,0,(0;000),0
YTlS2,ICSD,651267,R-3m (166),1,4,36,2,1.4802,2.223,0,(0;000),0
YOF,COD,2106385,R-3m (166),1,6,48,3,4.9065,4.907,0,(0;000),0
YIr3,ICSD,641184,R-3m (166),1,12,186,3,0,0.002,0.599,(0;000),0
YCuO2,ICSD,60848,R-3m (166),1,4,34,3,2.648,2.678,0,(0;000),0
YCo3,COD,2310314,R-3m (166),1,12,186,3,0,0,0.799,(1;000),0
YClO,ICSD,60585,R-3m (166),1,6,48,2,4.0542,4.591,0,(0;000),0
YCl,ICSD,30708,R-3m (166),1,4,36,2,0,0.026,0.395,(0;000),0
YAl3,ICSD,609658,R-3m (166),1,12,60,3,0,0.007,0.516,(1;000),0
Y4(FeB2)3,ICSD,614271,R-3m (166),1,13,86,3,0,0.01,0.699,(1;000),0
Y2Zn17,COD,1522899,R-3m (166),1,19,226,3,0,0,0.513,(1;000),0
Y2Ni7,ICSD,647051,R-3m (166),1,18,184,3,13.5275,0.007,1,(0;000),0
Y2Ga2Fe15,ICSD,631854,R-3m (166),1,19,168,3,3.9297,0.021,1,(0;000),0
Y2Fe17,ICSD,634081,R-3m (166),1,19,158,3,0.1004,0.023,1,(0;000),0
Y2C,ICSD,96329,R-3m (166),1,3,26,3,0,0.012,0.308,(1;111),0
WN2,ICSD,30364,R-3m (166),1,3,24,2,0,0.002,0.186,(1;000),0
V3Sb2,ICSD,41814,R-3m (166),1,10,98,3,0,0.014,0.367,(0;000),0
V2Pb3O8,ICSD,69798,R-3m (166),1,13,116,3,2.6673,2.802,0,(0;000),0
TlSbTe2,ICSD,651642,R-3m (166),1,4,30,3,0,0.106,0.018,(1;000),0
TlSbF6,ICSD,36264,R-3m (166),1,8,60,1,2.3033,2.565,0,(0;000),0
TlS,ICSD,651241,R-3m (166),1,4,38,3,0,0.24,0.173,(0;000),0
TlInS2,ICSD,25354,R-3m (166),1,4,38,2,0.5619,1.248,0,(0;000),0
TlGaO2,ICSD,33579,R-3m (166),1,8,76,3,1.5136,1.563,0,(0;000),0
TlFeO2,ICSD,29011,R-3m (166),1,8,66,3,0,0.007,0.271,(0;000),0
TlBS2,COD,4027829,R-3m (166),1,24,168,2,0,0.038,1,(1;011),0
TlBiTe2,COD,2310403,R-3m (166),1,4,40,3,0,0.197,0.022,(0;000),0
TlBiSe2,ICSD,617113,R-3m (166),1,4,40,3,0.0837,0.084,0,(1;000),0
TlBiS2,COD,2209681,R-3m (166),1,4,40,2,0.0991,0.099,0,(1;000),0
Tl2Pd3Se2,ICSD,648843,R-3m (166),1,7,92,3,0,0.004,0.569,(1;111),0
Tl2Pd3S2,ICSD,648763,R-3m (166),1,7,92,3,0,0.071,0.442,(0;111),0
Tl2Ni3S2,ICSD,108893,R-3m (166),1,7,68,3,0,0.054,0.414,(0;111),0
TiSe,ICSD,652055,R-3m (166),1,8,72,3,0,0.012,0.693,(1;000),0
TiS,COD,9015328,R-3m (166),1,6,54,3,0,0.005,0.828,(1;111),0
TiBe3,ICSD,616451,R-3m (166),1,12,72,3,0,0.003,0.794,(1;000),0
Ti8C5,ICSD,20822,R-3m (166),1,13,116,3,0,0.005,0.11,(1;000),0
Ti2Be17,ICSD,109217,R-3m (166),1,19,92,1,0,0,0.521,(1;000),0
TePt,ICSD,41370,R-3m (166),1,4,32,2,0,0.073,0.748,(1;111),0
Te4Pt3,ICSD,41372,R-3m (166),1,7,54,3,0,0.033,0.76,(0;111),0
Te3Pt2,ICSD,41371,R-3m (166),1,10,76,3,0,0.026,0.806,(1;111),0
Te3As2,ICSD,68110,R-3m (166),1,5,28,2,0,0.077,0.045,(1;000),0
Te,ICSD,52499,R-3m (166),1,2,12,3,0,0.136,0.557,(1;000),0
Te,ICSD,52500,R-3m (166),1,1,6,3,0,0.003,0.762,(0;000),0
TaS2,ICSD,24757,R-3m (166),1,6,50,1,0,0.002,0.929,(1;000),0
TaCuN2,ICSD,190938,R-3m (166),1,4,34,3,0,0.088,0.607,(1;111),0
TaCuN2,COD,4030363,R-3m (166),1,4,34,3,0.8763,1.447,0,(0;000),0
TaCo3,ICSD,24581,R-3m (166),1,12,192,3,0,0.007,0.944,(1;111),0
Ta6Zn7,ICSD,652935,R-3m (166),1,13,162,3,0,0.004,0.481,(0;000),0
Ta6Fe7,ICSD,633791,R-3m (166),1,13,134,3,0,0.002,0.546,(1;000),0
Ta2CS2,ICSD,23791,R-3m (166),1,5,42,2,0,0.045,0.371,(1;111),0
Ta2Be17,ICSD,616430,R-3m (166),1,19,94,1,0,0.075,0.627,(1;000),0
SrZrN2,ICSD,82537,R-3m (166),1,4,24,2,0,0.609,0.011,(0;000),0
Sr(SnAs)2,COD,1008735,R-3m (166),1,5,48,2,0,0.091,0.028,(1;000),0
SrSn3,ICSD,410956,R-3m (166),1,16,208,3,0,0.028,0.516,(1;111),0
Sr(NiO2)4,ICSD,40469,R-3m (166),1,13,98,2,0,0.001,0.809,(1;111),0
SrNiF6,ICSD,30114,R-3m (166),1,8,62,1,1.2873,1.297,0,(0;000),0
Sr(Ni2B)6,COD,8103490,R-3m (166),1,19,148,3,0,0.001,0.724,(0;000),0
Sr(Li2P)2,ICSD,416888,R-3m (166),1,7,32,1,0.9815,1.785,0,(0;000),0
SrHgO2,ICSD,165068,R-3m (166),1,4,34,2,1.9967,2.621,0,(0;000),0
SrHfN2,ICSD,82538,R-3m (166),1,4,32,2,0.3566,0.857,0,(0;000),0
Sr(Cu2As)2,COD,1521016,R-3m (166),1,7,64,2,0,0.011,0.421,(1;000),0
SrCrF6,COD,1525279,R-3m (166),1,8,66,1,0,0.002,0.18,(0;000),0
SrCN2,COD,2204347,R-3m (166),1,4,24,1,3.2298,4.229,0,(0;000),0
Sr(Ag2Sb)2,ICSD,424311,R-3m (166),1,7,64,2,0,0.187,0.372,(0;111),0
Sr4Re2NiO12,ICSD,16419,R-3m (166),1,19,152,1,0,0.029,0.04,(0;000),0
Sr3V2O8,ICSD,167701,R-3m (166),1,13,104,1,4.1826,4.367,0,(0;000),0
Sr3(PO4)2,COD,8103716,R-3m (166),1,13,88,1,5.5754,5.803,0,(0;000),0
Sr3Cr2O8,COD,2002131,R-3m (166),1,13,106,1,0,0,0.246,(1;111),0
Sr2NCl,COD,1528370,R-3m (166),1,4,32,1,1.8349,1.835,0,(0;000),0
Sr2IN,COD,1528373,R-3m (166),1,4,32,2,0,0.003,0.437,(1;000),0
Sr2IN,COD,2215222,R-3m (166),1,4,32,1,1.861,1.861,0,(0;000),0
Sr2CuBrO2,COD,2002429,R-3m (166),1,6,50,1,2.4164,2.627,0,(0;000),0
Sr2BrN,COD,1528372,R-3m (166),1,4,32,1,1.8948,1.895,0,(0;000),0
Sr2BBrN2,ICSD,261795,R-3m (166),1,6,40,1,2.4699,2.958,0,(0;000),0
Sn(SbTe2)2,ICSD,30392,R-3m (166),1,7,48,3,0,0.071,0.128,(1;111),0
SnP3,COD,1527463,R-3m (166),1,8,58,1,0,0.023,0.657,(1;111),0
SiO2,COD,4124073,R-3m (166),1,18,96,3,4.1075,4.108,0,(0;000),0
SiB4,ICSD,615435,R-3m (166),1,15,48,3,0.6561,1.387,0,(0;000),0
Se,ICSD,656457,R-3m (166),1,1,6,3,0,0.028,0.777,(0;000),0
ScTlTe2,ICSD,418476,R-3m (166),1,4,36,3,0,0.243,0.108,(0;000),0
ScTlSe2,ICSD,418475,R-3m (166),1,4,36,3,0.4619,1.083,0,(0;000),0
ScHCl,ICSD,40981,R-3m (166),1,6,38,2,0,0.011,0.232,(0;111),0
ScCuO2,ICSD,65547,R-3m (166),1,4,34,3,2.0799,2.08,0,(0;000),0
ScCl,COD,4343683,R-3m (166),1,4,36,2,0,0.004,0.709,(0;000),0
ScAlCO,ICSD,419683,R-3m (166),1,8,48,3,0.3449,1.217,0,(0;000),0
ScAgO2,ICSD,422442,R-3m (166),1,4,34,3,1.8493,2.738,0,(0;000),0
SbAs,COD,9001315,R-3m (166),1,2,10,3,0,0.157,0.276,(0;000),0
Sb8Te3,ICSD,152188,R-3m (166),1,11,58,0,0,0.076,0.042,(1;111),0
Sb2TeSe2,ICSD,651529,R-3m (166),1,5,28,2,0.0656,0.066,0,(1;000),0
Sb2Te4Pb,ICSD,250250,R-3m (166),1,7,48,2,0.1535,0.154,0,(1;111),0
Sb2Te3,ICSD,2084,R-3m (166),1,5,28,2,0.1121,0.227,0,(1;000),0
Sb2Te3,COD,9007590,R-3m (166),1,5,28,2,0.1121,0.227,0,(1;000),0
Sb2Te2Se,COD,9007591,R-3m (166),1,5,28,2,0.3356,0.346,0,(1;000),0
Sb,COD,9008575,R-3m (166),1,2,10,3,0,0.081,0.025,(1;111),0
S,COD,9011640,R-3m (166),1,1,6,3,0,0,0.717,(1;000),0
ReCl3,COD,4343759,R-3m (166),1,24,216,3,0.8,0.801,0,(0;000),0
RbYS2,COD,2105804,R-3m (166),1,4,32,2,2.2654,2.916,0,(0;000),0
RbYO2,ICSD,49651,R-3m (166),1,4,32,3,3.6441,3.794,0,(0;000),0
