SG,Top_Class,Formula,Source,ID,centered,natoms,nelectrons,dim,bandgap,directbandgap,metallicity,Z2,wcc
194,3.0,CaIn2,ICSD,414232,1.0,6.0,72.0,3.0,0.0,0.051,0.245,(1;000),0.0
194,3.0,RbTiBr3,ICSD,154257,1.0,10.0,84.0,1.0,0.0,0.017,0.528,(0;000),0.0
194,3.0,CsNiBr3,ICSD,423829,1.0,10.0,80.0,1.0,0.0,0.004,0.32,(0;000),0.0
194,3.0,BaGe3,ICSD,261651,1.0,8.0,44.0,1.0,0.0,0.001,0.862,(0;000),0.0
194,3.0,BaPAu,ICSD,420340,1.0,6.0,52.0,3.0,0.0,0.003,0.182,(1;000),0.0
194,3.0,BaAsAu,ICSD,420341,1.0,6.0,52.0,2.0,0.0,0.0,0.046,(1;000),0.0
194,4.0,ZrNi2Sb,ICSD,162586,1.0,8.0,58.0,3.0,0.0,0.0,0.882,(0;000),0.0
194,4.0,TiGaPt,ICSD,156263,1.0,6.0,70.0,3.0,0.0,0.0,0.92,(0;000),0.0
194,4.0,V2Cu3Sb4,ICSD,236572,1.0,18.0,158.0,3.0,0.0,0.0,0.941,(1;000),0.0
194,4.0,B3Os2,ICSD,424879,1.0,10.0,82.0,3.0,0.0,0.0,0.992,(1;000),0.0
194,4.0,In(GaAu)2,ICSD,190987,1.0,10.0,122.0,3.0,0.0,0.0,0.878,(1;000),0.0
194,4.0,Ba4Al5,ICSD,420091,1.0,18.0,110.0,1.0,0.0,0.0,0.599,(0;000),0.0
194,4.0,Ba3Al3Ga2,ICSD,415931,1.0,16.0,130.0,2.0,0.0,0.0,0.59,(0;000),0.0
194,4.0,TiAlPt,ICSD,163350,1.0,6.0,50.0,3.0,0.0,0.0,0.904,(0;000),0.0
194,4.0,NiAgO2,ICSD,415451,1.0,8.0,66.0,3.0,0.0,0.001,0.884,(0;000),0.0
198,4.0,SiRh,ICSD,79233,0.0,8.0,84.0,3.0,0.0,0.0,0.247,(1;111),1.0
198,4.0,SrSiPd,ICSD,69791,0.0,12.0,96.0,3.0,0.0,0.0,0.492,,0.0
198,4.0,SbTePd,ICSD,93906,0.0,12.0,84.0,3.0,0.0,0.0,0.702,,0.0
198,4.0,SbPdSe,ICSD,93905,0.0,12.0,84.0,3.0,0.0,0.0,0.599,,0.0
198,4.0,NiSbSe,ICSD,93902,0.0,12.0,84.0,3.0,0.0,0.0,0.621,,0.0
198,4.0,NiSbS,ICSD,93900,0.0,12.0,84.0,3.0,0.0,0.0,0.565,,0.0
198,4.0,NiPS,ICSD,93898,0.0,12.0,84.0,3.0,0.0,0.0,0.591,,0.0
198,4.0,SrPIr,ICSD,155712,0.0,12.0,96.0,3.0,0.0,0.0,0.533,,0.0
198,4.0,MnGe,ICSD,187195,0.0,8.0,76.0,3.0,0.0,0.0,0.637,,0.0
198,4.0,CaSiPt,ICSD,72640,0.0,12.0,96.0,3.0,0.0,0.0,0.533,(0;000),1.0
198,4.0,CaSiPt,ICSD,63555,0.0,12.0,96.0,3.0,0.0,0.0,0.533,,0.0
198,4.0,BiTePd,ICSD,70060,0.0,12.0,84.0,3.0,0.0,0.0,0.727,,0.0
198,4.0,BaPPt,ICSD,59191,0.0,12.0,100.0,3.0,0.0,0.0,0.43,,0.0
198,4.0,BaPIr,ICSD,73529,0.0,12.0,128.0,3.0,0.0,0.0,0.394,(0;000),1.0
198,4.0,AsPdSe,ICSD,93904,0.0,12.0,116.0,3.0,0.0,0.0,0.714,(0;101),1.0
198,4.0,AsPdS,ICSD,93903,0.0,12.0,116.0,3.0,0.0,0.0,0.603,(1;000),1.0
198,4.0,NiAsSe,ICSD,93901,0.0,12.0,84.0,3.0,0.0,0.0,0.69,,0.0
198,4.0,NiAsS,ICSD,93899,0.0,12.0,84.0,3.0,0.0,0.0,0.615,,0.0
198,4.0,BaAsPt,ICSD,59192,0.0,12.0,100.0,3.0,0.0,0.0,0.396,(0;111),1.0
199,4.0,Bi2Pd3S2,ICSD,417634,0.0,14.0,192.0,3.0,0.0,0.0,0.82,,0.0
204,1.0,NaMn3V4O12,ICSD,237751,1.0,20.0,178.0,3.0,0.0,0.005,0.116,(1;111),0.0
204,1.0,NaCu3(RuO3)4,ICSD,51893,1.0,20.0,178.0,3.0,0.0,0.016,0.7,(0;111),0.0
204,1.0,YCr4(CuO4)3,ICSD,248615,1.0,20.0,172.0,3.0,0.0,0.004,0.257,(0;000),0.0
204,1.0,Ba(Ge3Pt)4,ICSD,174551,1.0,17.0,98.0,3.0,0.0,0.028,0.522,(1;000),0.0
204,4.0,Y12Ni6Pb,ICSD,54614,1.0,19.0,206.0,3.0,0.0,0.0,0.506,(1;000),0.0
204,4.0,MnV4(CuO4)3,ICSD,250793,1.0,20.0,172.0,3.0,0.0,0.0,0.624,(1;111),0.0
204,4.0,Co4SnSb12,ICSD,87886,1.0,17.0,142.0,3.0,0.0,0.0,0.669,(1;000),0.0
204,4.0,CaV4(PdO4)3,ICSD,237495,1.0,20.0,188.0,3.0,0.0,0.0,0.826,(0;111),0.0
213,4.0,Ni2W3N,ICSD,86170,0.0,24.0,436.0,3.0,0.0,0.0,0.578,,0.0
213,4.0,Mo3Pt2N,ICSD,150314,0.0,24.0,268.0,3.0,0.0,0.0,0.464,,0.0
216,3.0,Cr4InCuSe8,ICSD,250246,0.0,14.0,128.0,3.0,0.0,0.001,0.263,(0;001),1.0
216,3.0,MnSnAu,ICSD,54465,0.0,3.0,40.0,3.0,0.0,0.0,0.114,(0;000),1.0
216,4.0,InSb,ICSD,162196,0.0,2.0,18.0,3.0,0.0313,0.0,0.009,(1;000),1.0
216,4.0,V4GeS8,ICSD,50502,0.0,13.0,104.0,3.0,0.0,0.0,0.188,(0;000),1.0
216,4.0,Y4CdRu,ICSD,419070,0.0,24.0,288.0,3.0,0.0,0.0,0.267,,0.0
217,4.0,Sr3(SnIr)4,ICSD,410992,0.0,11.0,122.0,3.0,0.0,0.0,0.624,,0.0
217,4.0,Ca3(SiIr)4,ICSD,95788,0.0,11.0,82.0,3.0,0.0,0.0,0.576,,0.0
220,4.0,Sr4Bi3,ICSD,96944,0.0,14.0,170.0,1.0,0.0,0.0,0.579,,0.0
220,4.0,Ba4Bi3,ICSD,96943,0.0,14.0,170.0,1.0,0.0,0.0,0.721,,0.0
221,1.0,InNi3N,ICSD,247065,1.0,5.0,48.0,3.0,0.0,0.061,0.177,(0;111),0.0
221,1.0,TlHPd3,ICSD,247273,1.0,5.0,68.0,3.0,0.0,0.146,0.28,(0;111),0.0
221,1.0,Ca3GeO,ICSD,402087,1.0,5.0,40.0,1.0,0.0,0.015,0.008,(0;000),0.0
221,1.0,CsGeBr3,ICSD,80320,1.0,5.0,34.0,3.0,0.0,0.09,0.026,(1;111),0.0
221,1.0,SrB6,ICSD,50313,1.0,7.0,28.0,3.0,0.0,0.002,0.01,(1;111),0.0
221,4.0,SrRuO3,ICSD,162777,1.0,5.0,44.0,3.0,0.0,0.0,0.837,(1;000),0.0
221,4.0,SrMoO3,ICSD,174207,1.0,5.0,42.0,3.0,0.0,0.0,0.772,(0;000),0.0
221,4.0,SrFeO3,ICSD,92335,1.0,5.0,36.0,3.0,0.0,0.0,0.858,(1;000),0.0
221,4.0,RbPdF3,ICSD,73166,1.0,5.0,48.0,3.0,0.0,0.0,0.589,(0;000),0.0
221,4.0,KPdF3,ICSD,73167,1.0,5.0,48.0,3.0,0.0,0.0,0.595,(0;000),0.0
221,4.0,SrCrO3,ICSD,245834,1.0,5.0,42.0,3.0,0.0,0.0,0.77,(0;000),0.0
221,4.0,CrPbO3,ICSD,160196,1.0,5.0,46.0,3.0,0.0,0.0,0.739,(0;000),0.0
221,4.0,CdCo3N,ICSD,422858,1.0,5.0,68.0,3.0,0.0,0.0,0.592,(1;000),0.0
221,4.0,Ca3TlN,ICSD,411448,1.0,5.0,48.0,1.0,0.0,0.0,0.648,(1;000),0.0
221,4.0,Sc3TlC,ICSD,50164,1.0,5.0,50.0,3.0,0.0,0.0,0.059,(1;000),0.0
221,4.0,Sc3InC,ICSD,50163,1.0,5.0,50.0,3.0,0.0,0.0,0.108,(1;000),0.0
221,4.0,BaPbO3,ICSD,51659,1.0,5.0,42.0,3.0,0.0,0.0,0.691,(0;000),0.0
221,4.0,BaPbO3,ICSD,245606,1.0,5.0,42.0,3.0,0.0,0.0,0.123,(1;000),0.0
221,4.0,BaMoO3,ICSD,43799,1.0,5.0,42.0,3.0,0.0,0.0,0.771,(0;000),0.0
221,4.0,BaFeO3,ICSD,262131,1.0,5.0,36.0,3.0,0.0,0.0,0.821,(1;000),0.0
223,4.0,NaPt3O4,ICSD,32546,1.0,16.0,126.0,3.0,0.0,0.0,0.761,(1;000),0.0
223,4.0,NaPd3O4,ICSD,245608,1.0,16.0,174.0,3.0,0.0,0.0,0.909,(0;000),0.0
225,1.0,YCu6ClO8,ICSD,188351,1.0,16.0,132.0,3.0,0.0,0.004,0.872,(0;000),0.0
225,1.0,InCu6ClO8,ICSD,69612,1.0,16.0,134.0,3.0,0.0,0.007,0.411,(0;000),0.0
225,4.0,NaPb2IO6,ICSD,427115,1.0,10.0,80.0,3.0,0.0,0.0,0.155,(0;000),0.0
225,4.0,Cs2KCuF6,ICSD,59102,1.0,10.0,80.0,1.0,0.0,0.0,0.519,(0;000),0.0
225,4.0,Tl2WCl6,ICSD,409229,1.0,9.0,82.0,1.0,0.0,0.0,0.836,(0;000),0.0
225,4.0,Tl2MoCl6,ICSD,408777,1.0,9.0,82.0,1.0,0.0,0.0,0.795,(0;000),0.0
225,4.0,K2WCl6,ICSD,409840,1.0,9.0,74.0,1.0,0.0,0.0,0.384,(0;000),0.0
225,4.0,Ca2PdWO6,ICSD,83258,1.0,10.0,88.0,3.0,0.0,0.0,0.719,(0;000),0.0
225,4.0,Cs2FeNi(CN)6,ICSD,151706,1.0,16.0,90.0,3.0,0.0,0.0,0.652,(0;000),0.0
225,4.0,Rb2WBr6,ICSD,402439,1.0,9.0,74.0,1.0,0.0,0.0,0.35,(0;000),0.0
225,4.0,Cs2WBr6,ICSD,402441,1.0,9.0,74.0,1.0,0.0,0.0,0.286,(0;000),0.0
225,4.0,Ba2YReO6,ICSD,168216,1.0,10.0,82.0,3.0,0.0,0.0,0.444,(0;000),0.0
225,4.0,Ba2NiMoO6,ICSD,98192,1.0,10.0,80.0,3.0,0.0,0.0,0.784,(0;000),0.0
225,4.0,Ba2CaOsO6,ICSD,171988,1.0,10.0,82.0,1.0,0.0,0.0,0.191,(0;000),0.0
227,1.0,TiS2,ICSD,72042,1.0,12.0,96.0,3.0,0.0,0.006,0.081,(0;000),0.0
227,1.0,MgTi2O4,ICSD,184696,1.0,14.0,116.0,3.0,0.0,0.004,0.636,(0;000),0.0
227,1.0,LiTiO2,ICSD,48128,1.0,16.0,108.0,3.0,0.0,0.008,0.631,(1;111),0.0
227,1.0,MgIn2,ICSD,423608,1.0,6.0,72.0,3.0,0.0,0.0,0.566,(0;000),0.0
227,3.0,Li2Ca,ICSD,413207,1.0,6.0,32.0,1.0,0.0,0.001,0.744,(0;000),0.0
227,3.0,MnBr2,ICSD,67517,1.0,12.0,116.0,3.0,0.0,0.002,0.32,(0;000),0.0
227,4.0,Rb(OsO3)2,ICSD,157440,1.0,18.0,154.0,3.0,0.0,0.0,0.413,(0;000),0.0
227,4.0,CsFeO2,ICSD,421173,1.0,8.0,58.0,3.0,0.0,0.0,0.275,(0;000),0.0
227,4.0,KBi2,ICSD,55068,1.0,6.0,78.0,3.0,0.0,0.0,0.757,(0;000),0.0
227,4.0,Al2CoO4,ICSD,290133,1.0,14.0,94.0,3.0,0.0,0.0,0.27,(0;000),0.0
229,4.0,Sn7Ir3,ICSD,412776,1.0,20.0,298.0,3.0,0.0,0.0,0.37,(1;000),0.0
229,4.0,In7Pd3,ICSD,408314,1.0,20.0,290.0,3.0,0.0,0.0,0.785,(1;000),0.0
229,4.0,Ga7Ni3,ICSD,408313,1.0,20.0,242.0,3.0,0.0,0.0,0.749,(1;000),0.0
229,4.0,Y4Ga12Pt,ICSD,153909,1.0,17.0,210.0,3.0,0.0,0.0,0.444,(0;000),0.0
